tatripid,log_time,stop_name,stop_id,route_id,direction,scheduled_start_date,scheduled_start_time,actual_arrival_time,scheduled_arrival_time
9462,2023-12-14T17:28,'FIFTH AVE + OAKLAND AVE',2565,71D,OUTBOUND,2023-12-14,17:15,17:29,17:22
9649,2023-12-14T17:29,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,28X,OUTBOUND,2023-12-14,17:11,17:30,17:20
10689,2023-12-14T17:29,'FIFTH AVE + OAKLAND AVE',2565,P3,OUTBOUND,2023-12-14,17:25,17:30,17:30
6044,2023-12-14T17:29,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61B,INBOUND,2023-12-14,16:51,17:30,17:23
2113,2023-12-14T17:30,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,16:31,17:31,17:24
8874,2023-12-14T17:30,'FIFTH  AVE + ATWOOD ST',36,75,INBOUND,2023-12-14,16:35,17:33,17:23
7452,2023-12-14T17:30,'FIFTH  AVE + ATWOOD ST',36,61C,INBOUND,2023-12-14,16:37,17:32,17:28
5951,2023-12-14T17:32,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,16:53,17:33,17:13
9277,2023-12-14T17:32,'FIFTH AVE + MOREWOOD AVE',1177,58,OUTBOUND,2023-12-14,16:10,17:33,16:56
7453,2023-12-14T17:32,'FORBES + MURRAY FS',7096,61C,INBOUND,2023-12-14,16:52,17:34,17:31
10738,2023-12-14T17:33,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,16:57,17:34,17:20
10533,2023-12-14T17:33,'FIFTH  AVE + ATWOOD ST',36,P3,INBOUND,2023-12-14,17:12,17:34,17:35
9072,2023-12-14T17:34,'FIFTH  AVE + ATWOOD ST',36,71B,INBOUND,2023-12-14,16:57,17:35,17:21
1916,2023-12-14T17:34,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,16:57,17:35,17:25
9232,2023-12-14T17:34,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,67,INBOUND,2023-12-14,16:18,17:36,17:28
6825,2023-12-14T17:35,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,16:54,17:36,17:30
9074,2023-12-14T17:35,'FIFTH AVE + MOREWOOD AVE',1167,71B,INBOUND,2023-12-14,17:12,17:37,17:29
9649,2023-12-14T17:36,'FIFTH  AVE + ATWOOD ST',36,28X,OUTBOUND,2023-12-14,17:11,17:37,17:24
6046,2023-12-14T17:36,'FORBES + MURRAY FS',7096,61B,INBOUND,2023-12-14,17:06,17:37,17:33
9548,2023-12-14T17:37,'FIFTH AVE + OAKLAND AVE',2565,75,OUTBOUND,2023-12-14,17:27,17:37,17:37
9462,2023-12-14T17:36,'FIFTH AVE + MOREWOOD AVE',1177,71D,OUTBOUND,2023-12-14,17:15,17:37,17:29
6044,2023-12-14T17:36,'FIFTH  AVE + ATWOOD ST',36,61B,INBOUND,2023-12-14,16:51,17:38,17:32
6550,2023-12-14T17:37,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,16:48,17:38,17:06
7453,2023-12-14T17:37,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61C,INBOUND,2023-12-14,16:52,17:38,17:36
6548,2023-12-14T17:37,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,16:34,17:38,16:55
6552,2023-12-14T17:39,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,16:53,17:39,17:15
5951,2023-12-14T17:38,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,16:53,17:39,17:20
6551,2023-12-14T17:38,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,16:49,17:39,17:10
6827,2023-12-14T17:39,'FORBES + MURRAY FS',7096,61D,INBOUND,2023-12-14,17:09,17:39,17:39
9076,2023-12-14T17:39,'HIGHLAND AVE + BAUM',19383,71B,INBOUND,2023-12-14,17:27,17:40,17:35
9463,2023-12-14T17:39,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,17:19,17:41,14:03
5952,2023-12-14T17:40,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,17:08,17:41,17:28
9466,2023-12-14T17:40,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,17:34,17:41,23:23
6045,2023-12-14T17:41,'FORBES + MURRAY FS',7096,61A,INBOUND,2023-12-14,17:06,17:42,17:42
6046,2023-12-14T17:40,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61B,INBOUND,2023-12-14,17:06,17:42,17:38
9463,2023-12-14T17:40,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,17:19,17:47,17:26
9074,2023-12-14T17:41,'FIFTH  AVE + ATWOOD ST',36,71B,INBOUND,2023-12-14,17:12,17:43,17:36
10739,2023-12-14T17:43,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,17:12,17:43,17:28
7587,2023-12-14T17:42,'FIFTH AVE + OAKLAND AVE',2565,93,OUTBOUND,2023-12-14,17:03,17:43,17:39
10690,2023-12-14T17:43,'FIFTH AVE + OAKLAND AVE',2565,P3,OUTBOUND,2023-12-14,17:40,17:44,17:45
9464,2023-12-14T17:39,'FIFTH  AVE + ATWOOD ST',36,71C,OUTBOUND,2023-12-14,17:27,17:44,10:56
6548,2023-12-14T17:43,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,16:34,17:44,17:02
6827,2023-12-14T17:44,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,17:09,17:45,17:45
6550,2023-12-14T17:44,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,16:48,17:45,17:13
9232,2023-12-14T17:44,'FIFTH  AVE + ATWOOD ST',36,67,INBOUND,2023-12-14,16:18,17:45,17:34
7453,2023-12-14T17:45,'FIFTH  AVE + ATWOOD ST',36,61C,INBOUND,2023-12-14,16:52,17:46,17:43
6552,2023-12-14T17:46,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,16:53,17:46,17:22
5954,2023-12-14T17:46,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,17:38,17:46,04:27
6551,2023-12-14T17:45,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,16:49,17:46,17:17
6045,2023-12-14T17:47,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61A,INBOUND,2023-12-14,17:06,17:47,17:47
5952,2023-12-14T17:47,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,17:08,17:47,17:35
8875,2023-12-14T17:48,'FIFTH  AVE + ATWOOD ST',36,75,INBOUND,2023-12-14,16:55,17:48,17:43
9469,2023-12-14T17:48,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,17:49,17:49,19:33
10941,2023-12-14T17:49,'FIFTH AVE + MOREWOOD AVE',1167,71D,INBOUND,2023-12-14,17:16,17:49,17:38
10738,2023-12-14T17:49,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,16:57,17:49,17:33
6046,2023-12-14T17:49,'FIFTH  AVE + ATWOOD ST',36,61B,INBOUND,2023-12-14,17:06,17:50,17:47
9464,2023-12-14T17:39,'FIFTH AVE + OAKLAND AVE',2565,71C,OUTBOUND,2023-12-14,17:27,17:50,17:33
10739,2023-12-14T17:49,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,17:12,17:50,17:34
9466,2023-12-14T17:49,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,17:34,17:50,17:41
10539,2023-12-14T17:50,'FIFTH  AVE + ATWOOD ST',36,P3,INBOUND,2023-12-14,17:27,17:51,17:50
6555,2023-12-14T17:51,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,17:07,17:51,17:28
9079,2023-12-14T17:52,'HIGHLAND AVE + BAUM',19383,71B,INBOUND,2023-12-14,17:44,17:52,17:52
5953,2023-12-14T17:51,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,17:23,17:52,17:43
9076,2023-12-14T17:52,'FIFTH AVE + MOREWOOD AVE',1167,71B,INBOUND,2023-12-14,17:27,17:53,17:44
5955,2023-12-14T17:51,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,17:53,17:53,07:30
6547,2023-12-14T17:52,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,16:33,17:53,16:51
7454,2023-12-14T17:53,'FORBES + MURRAY FS',7096,61C,INBOUND,2023-12-14,17:07,17:54,17:46
6045,2023-12-14T17:54,'FIFTH  AVE + ATWOOD ST',36,61A,INBOUND,2023-12-14,17:06,17:55,17:55
9469,2023-12-14T17:55,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,17:49,17:56,17:56
6549,2023-12-14T17:55,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,16:38,17:56,17:00
1867,2023-12-14T17:56,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,17:27,17:56,17:50
10943,2023-12-14T17:56,'FIFTH AVE + MOREWOOD AVE',1167,71D,INBOUND,2023-12-14,17:31,17:56,17:53
9468,2023-12-14T17:57,'FIFTH  AVE + ATWOOD ST',36,71D,OUTBOUND,2023-12-14,17:45,17:58,13:12
10691,2023-12-14T17:58,'FIFTH AVE + OAKLAND AVE',2565,P3,OUTBOUND,2023-12-14,17:55,17:58,18:00
6555,2023-12-14T17:58,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,17:07,17:58,17:34
9154,2023-12-14T17:57,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,69,OUTBOUND,2023-12-14,17:20,17:58,17:38
6547,2023-12-14T17:58,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,16:33,17:59,16:58
2114,2023-12-14T17:59,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,17:06,17:59,17:57
7454,2023-12-14T17:59,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61C,INBOUND,2023-12-14,17:07,17:59,17:51
5953,2023-12-14T17:59,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,17:23,18:00,17:50
9153,2023-12-14T18:00,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,67,OUTBOUND,2023-12-14,17:15,18:00,17:31
10739,2023-12-14T18:01,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,17:12,18:01,17:45
9076,2023-12-14T18:01,'FIFTH  AVE + ATWOOD ST',36,71B,INBOUND,2023-12-14,17:27,18:02,17:51
9470,2023-12-14T18:01,'FIFTH  AVE + ATWOOD ST',36,71C,OUTBOUND,2023-12-14,17:57,18:02,11:07
6549,2023-12-14T18:02,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,16:38,18:03,17:07
9651,2023-12-14T18:02,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,28X,OUTBOUND,2023-12-14,17:49,18:03,17:58
9472,2023-12-14T18:02,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,18:04,18:04,09:19
6047,2023-12-14T18:03,'FORBES + MURRAY FS',7096,61A,INBOUND,2023-12-14,17:21,18:03,17:57
9471,2023-12-14T18:03,'FIFTH  AVE + ATWOOD ST',36,71D,OUTBOUND,2023-12-14,18:00,18:03,22:43
9549,2023-12-14T18:03,'FIFTH AVE + OAKLAND AVE',2565,75,OUTBOUND,2023-12-14,17:47,18:03,17:57
9235,2023-12-14T18:02,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,67,INBOUND,2023-12-14,16:55,18:04,18:05
9468,2023-12-14T18:04,'FIFTH AVE + OAKLAND AVE',2565,71D,OUTBOUND,2023-12-14,17:45,18:04,17:52
10740,2023-12-14T18:03,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,17:23,18:04,17:45
9079,2023-12-14T18:03,'FIFTH AVE + MOREWOOD AVE',1167,71B,INBOUND,2023-12-14,17:44,18:04,18:00
11658,2023-12-14T18:03,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,69,INBOUND,2023-12-14,16:45,18:04,17:56
6049,2023-12-14T18:05,'FORBES + MURRAY FS',7096,61B,INBOUND,2023-12-14,17:39,18:05,18:06
6554,2023-12-14T18:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,17:02,18:05,17:20
6558,2023-12-14T18:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,17:22,18:05,17:43
6557,2023-12-14T18:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,17:17,18:06,17:35
6829,2023-12-14T18:05,'FORBES + MURRAY FS',7096,61D,INBOUND,2023-12-14,17:27,18:06,17:55
11214,2023-12-14T18:06,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,58,INBOUND,2023-12-14,18:07,18:07,22:44
7455,2023-12-14T18:07,'FORBES + MURRAY FS',7096,61C,INBOUND,2023-12-14,17:28,18:07,18:03
6559,2023-12-14T18:07,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,17:31,18:07,17:49
6047,2023-12-14T18:07,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61A,INBOUND,2023-12-14,17:21,18:08,18:02
7454,2023-12-14T18:07,'FIFTH  AVE + ATWOOD ST',36,61C,INBOUND,2023-12-14,17:07,18:08,17:58
6562,2023-12-14T18:07,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,17:46,18:08,18:04
6561,2023-12-14T18:07,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,17:35,18:08,17:56
5954,2023-12-14T18:07,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,17:38,18:08,17:58
9472,2023-12-14T18:08,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,18:04,18:08,18:10
10946,2023-12-14T18:07,'FIFTH AVE + MOREWOOD AVE',1167,71D,INBOUND,2023-12-14,17:48,18:10,18:10
9082,2023-12-14T18:09,'HIGHLAND AVE + BAUM',19383,71B,INBOUND,2023-12-14,18:03,18:09,18:11
9651,2023-12-14T18:08,'FIFTH  AVE + ATWOOD ST',36,28X,OUTBOUND,2023-12-14,17:49,18:09,18:02
9471,2023-12-14T18:09,'FIFTH AVE + OAKLAND AVE',2565,71D,OUTBOUND,2023-12-14,18:00,18:09,18:06
9470,2023-12-14T18:09,'FIFTH AVE + OAKLAND AVE',2565,71C,OUTBOUND,2023-12-14,17:57,18:09,18:03
9079,2023-12-14T18:10,'FIFTH  AVE + ATWOOD ST',36,71B,INBOUND,2023-12-14,17:44,18:10,18:06
9468,2023-12-14T18:11,'FIFTH AVE + MOREWOOD AVE',1177,71D,OUTBOUND,2023-12-14,17:45,18:11,17:59
6554,2023-12-14T18:10,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,17:02,18:11,17:27
6558,2023-12-14T18:10,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,17:22,18:11,17:49
11658,2023-12-14T18:12,'FIFTH  AVE + ATWOOD ST',36,69,INBOUND,2023-12-14,16:45,18:12,18:01
6557,2023-12-14T18:11,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,17:17,18:12,17:42
9235,2023-12-14T18:12,'FIFTH  AVE + ATWOOD ST',36,67,INBOUND,2023-12-14,16:55,18:12,18:11
6049,2023-12-14T18:13,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61B,INBOUND,2023-12-14,17:39,18:13,18:11
6560,2023-12-14T18:13,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,17:32,18:13,17:50
7455,2023-12-14T18:12,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61C,INBOUND,2023-12-14,17:28,18:13,18:08
6829,2023-12-14T18:13,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,17:27,18:13,18:01
6559,2023-12-14T18:12,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,17:31,18:13,17:56
8876,2023-12-14T18:12,'FIFTH  AVE + ATWOOD ST',36,75,INBOUND,2023-12-14,17:15,18:14,18:03
9474,2023-12-14T18:12,'FIFTH  AVE + ATWOOD ST',36,71D,OUTBOUND,2023-12-14,18:17,18:17,06:28
5954,2023-12-14T18:14,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,17:38,18:14,18:05
5955,2023-12-14T18:14,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,17:53,18:14,18:13
6562,2023-12-14T18:15,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,17:46,18:15,18:11
6561,2023-12-14T18:15,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,17:35,18:15,18:02
9473,2023-12-14T18:16,'FIFTH  AVE + ATWOOD ST',36,71C,OUTBOUND,2023-12-14,18:12,18:16,13:47
9471,2023-12-14T18:16,'FIFTH AVE + MOREWOOD AVE',1177,71D,OUTBOUND,2023-12-14,18:00,18:16,18:12
6563,2023-12-14T18:16,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,17:47,18:16,18:05
6831,2023-12-14T18:16,'FORBES + MURRAY FS',7096,61D,INBOUND,2023-12-14,17:46,18:16,18:14
6047,2023-12-14T18:16,'FIFTH  AVE + ATWOOD ST',36,61A,INBOUND,2023-12-14,17:21,18:17,18:10
10740,2023-12-14T18:17,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,17:23,18:17,17:58
10741,2023-12-14T18:08,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,17:38,18:20,17:54
10741,2023-12-14T18:08,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,17:38,18:26,18:00
6564,2023-12-14T18:18,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,17:50,18:18,18:11
6560,2023-12-14T18:18,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,17:32,18:19,17:57
5955,2023-12-14T18:20,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,17:53,18:20,18:20
9082,2023-12-14T18:20,'FIFTH AVE + MOREWOOD AVE',1167,71B,INBOUND,2023-12-14,18:03,18:21,18:19
9474,2023-12-14T18:20,'FIFTH AVE + OAKLAND AVE',2565,71D,OUTBOUND,2023-12-14,18:17,18:21,18:23
6050,2023-12-14T18:21,'FORBES + MURRAY FS',7096,61A,INBOUND,2023-12-14,17:41,18:21,18:17
9155,2023-12-14T18:21,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,67,OUTBOUND,2023-12-14,17:50,18:21,18:05
1918,2023-12-14T18:21,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,17:47,18:21,18:13
6563,2023-12-14T18:21,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,17:47,18:21,18:12
6049,2023-12-14T18:21,'FIFTH  AVE + ATWOOD ST',36,61B,INBOUND,2023-12-14,17:39,18:22,18:20
5956,2023-12-14T18:20,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,18:08,18:22,20:56
9473,2023-12-14T18:22,'FIFTH AVE + OAKLAND AVE',2565,71C,OUTBOUND,2023-12-14,18:12,18:22,18:18
7455,2023-12-14T18:22,'FIFTH  AVE + ATWOOD ST',36,61C,INBOUND,2023-12-14,17:28,18:23,18:15
9475,2023-12-14T18:22,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,18:22,18:24,17:10
10742,2023-12-14T18:23,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,17:53,18:23,18:09
9550,2023-12-14T18:23,'FIFTH AVE + OAKLAND AVE',2565,75,OUTBOUND,2023-12-14,18:07,18:23,18:17
6564,2023-12-14T18:24,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,17:50,18:24,18:17
6831,2023-12-14T18:24,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,17:46,18:24,18:20
10551,2023-12-14T18:24,'FIFTH  AVE + ATWOOD ST',36,P3,INBOUND,2023-12-14,17:57,18:25,18:20
6050,2023-12-14T18:27,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61A,INBOUND,2023-12-14,17:41,18:27,18:22
2116,2023-12-14T18:27,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,17:41,18:27,18:20
9475,2023-12-14T18:28,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,18:22,18:28,18:28
9082,2023-12-14T18:29,'FIFTH  AVE + ATWOOD ST',36,71B,INBOUND,2023-12-14,18:03,18:29,18:25
6568,2023-12-14T18:30,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,18:13,18:30,18:30
9474,2023-12-14T18:30,'FIFTH AVE + MOREWOOD AVE',1177,71D,OUTBOUND,2023-12-14,18:17,18:31,18:29
8878,2023-12-14T18:30,'FIFTH  AVE + ATWOOD ST',36,75,INBOUND,2023-12-14,17:35,18:31,18:23
10693,2023-12-14T18:31,'FIFTH AVE + OAKLAND AVE',2565,P3,OUTBOUND,2023-12-14,18:25,18:31,18:30
10742,2023-12-14T18:31,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,17:53,18:31,18:15
6567,2023-12-14T18:32,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,18:02,18:32,18:19
5956,2023-12-14T18:32,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,18:08,18:32,18:26
6833,2023-12-14T18:32,'FORBES + MURRAY FS',7096,61D,INBOUND,2023-12-14,18:06,18:33,18:34
10949,2023-12-14T18:33,'FIFTH AVE + MOREWOOD AVE',1167,71D,INBOUND,2023-12-14,18:09,18:33,18:30
5957,2023-12-14T18:33,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,18:27,18:34,17:17
7456,2023-12-14T18:34,'FORBES + MURRAY FS',7096,61C,INBOUND,2023-12-14,17:48,18:34,18:23
6050,2023-12-14T18:34,'FIFTH  AVE + ATWOOD ST',36,61A,INBOUND,2023-12-14,17:41,18:34,18:30
6568,2023-12-14T18:36,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,18:13,18:37,18:37
6567,2023-12-14T18:37,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,18:02,18:37,18:26
9476,2023-12-14T18:36,'FIFTH  AVE + ATWOOD ST',36,71C,OUTBOUND,2023-12-14,18:32,18:39,22:21
5956,2023-12-14T18:38,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,18:08,18:39,18:33
9477,2023-12-14T18:38,'FIFTH  AVE + ATWOOD ST',36,71D,OUTBOUND,2023-12-14,18:37,18:39,22:30
7456,2023-12-14T18:39,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61C,INBOUND,2023-12-14,17:48,18:39,18:28
6052,2023-12-14T18:39,'FORBES + MURRAY FS',7096,61A,INBOUND,2023-12-14,18:02,18:39,18:38
6833,2023-12-14T18:39,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,18:06,18:39,18:40
10559,2023-12-14T18:39,'FIFTH  AVE + ATWOOD ST',36,P3,INBOUND,2023-12-14,18:17,18:40,18:40
10743,2023-12-14T18:41,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,18:08,18:41,18:22
6566,2023-12-14T18:41,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,18:01,18:41,18:21
9238,2023-12-14T18:41,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,67,INBOUND,2023-12-14,17:37,18:41,18:41
10742,2023-12-14T18:41,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,17:53,18:42,18:28
9551,2023-12-14T18:42,'FIFTH AVE + OAKLAND AVE',2565,75,OUTBOUND,2023-12-14,18:27,18:42,18:37
9085,2023-12-14T18:43,'HIGHLAND AVE + BAUM',19383,71B,INBOUND,2023-12-14,18:23,18:43,18:31
6052,2023-12-14T18:44,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61A,INBOUND,2023-12-14,18:02,18:44,18:42
9476,2023-12-14T18:45,'FIFTH AVE + OAKLAND AVE',2565,71C,OUTBOUND,2023-12-14,18:32,18:45,18:38
9477,2023-12-14T18:45,'FIFTH AVE + OAKLAND AVE',2565,71D,OUTBOUND,2023-12-14,18:37,18:45,18:43
7456,2023-12-14T18:45,'FIFTH  AVE + ATWOOD ST',36,61C,INBOUND,2023-12-14,17:48,18:46,18:35
5958,2023-12-14T18:45,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,18:47,18:47,09:40
10744,2023-12-14T18:46,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,18:21,18:46,18:35
9238,2023-12-14T18:46,'FIFTH  AVE + ATWOOD ST',36,67,INBOUND,2023-12-14,17:37,18:46,18:46
5957,2023-12-14T18:46,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,18:27,18:47,18:45
6566,2023-12-14T18:47,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,18:01,18:47,18:27
10743,2023-12-14T18:48,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,18:08,18:48,18:28
10694,2023-12-14T18:48,'FIFTH AVE + OAKLAND AVE',2565,P3,OUTBOUND,2023-12-14,18:45,18:48,18:50
2118,2023-12-14T18:49,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,18:05,18:49,18:46
9478,2023-12-14T18:49,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,18:42,18:49,17:32
1869,2023-12-14T18:50,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,18:17,18:50,18:38
