tatripid,log_time,stop_name,stop_id,route_id,direction,scheduled_start_date,scheduled_start_time,actual_arrival_time,scheduled_arrival_time
9279,2023-12-14T18:50,'FIFTH AVE + MOREWOOD AVE',1177,58,OUTBOUND,2023-12-14,17:45,18:51,18:29
9477,2023-12-14T18:50,'FIFTH AVE + MOREWOOD AVE',1177,71D,OUTBOUND,2023-12-14,18:37,18:51,18:49
9653,2023-12-14T18:50,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,28X,OUTBOUND,2023-12-14,18:40,18:51,18:49
6052,2023-12-14T18:51,'FIFTH  AVE + ATWOOD ST',36,61A,INBOUND,2023-12-14,18:02,18:52,18:50
5957,2023-12-14T18:51,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,18:27,18:52,18:52
9085,2023-12-14T18:50,'FIFTH AVE + MOREWOOD AVE',1167,71B,INBOUND,2023-12-14,18:23,18:53,18:39
10744,2023-12-14T18:53,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,18:21,18:53,18:41
9479,2023-12-14T18:53,'FIFTH  AVE + ATWOOD ST',36,71C,OUTBOUND,2023-12-14,18:52,18:54,17:03
7457,2023-12-14T18:55,'FORBES + MURRAY FS',7096,61C,INBOUND,2023-12-14,18:08,18:55,18:43
9156,2023-12-14T18:55,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,69,OUTBOUND,2023-12-14,18:20,18:56,18:35
6835,2023-12-14T18:56,'FORBES + MURRAY FS',7096,61D,INBOUND,2023-12-14,18:30,18:56,18:55
9478,2023-12-14T18:56,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,18:42,18:56,18:48
9157,2023-12-14T18:56,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,67,OUTBOUND,2023-12-14,18:25,18:56,18:39
9653,2023-12-14T18:56,'FIFTH  AVE + ATWOOD ST',36,28X,OUTBOUND,2023-12-14,18:40,18:56,18:53
6054,2023-12-14T18:56,'FORBES + MURRAY FS',7096,61A,INBOUND,2023-12-14,18:22,18:58,18:58
9085,2023-12-14T18:50,'FIFTH  AVE + ATWOOD ST',36,71B,INBOUND,2023-12-14,18:23,18:58,18:45
9479,2023-12-14T18:58,'FIFTH AVE + OAKLAND AVE',2565,71C,OUTBOUND,2023-12-14,18:52,18:58,18:58
10743,2023-12-14T18:59,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,18:08,18:59,18:39
9552,2023-12-14T18:59,'FIFTH AVE + OAKLAND AVE',2565,75,OUTBOUND,2023-12-14,18:47,19:00,18:57
10744,2023-12-14T19:00,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,18:21,19:01,18:52
7457,2023-12-14T19:01,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61C,INBOUND,2023-12-14,18:08,19:01,18:48
9481,2023-12-14T19:01,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,19:02,19:02,12:17
10567,2023-12-14T19:01,'FIFTH  AVE + ATWOOD ST',36,P3,INBOUND,2023-12-14,18:40,19:02,19:02
5958,2023-12-14T19:01,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,18:47,19:02,19:02
6054,2023-12-14T19:02,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61A,INBOUND,2023-12-14,18:22,19:02,19:02
6835,2023-12-14T19:02,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,18:30,19:02,19:00
6570,2023-12-14T19:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,18:17,19:06,18:34
6571,2023-12-14T19:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,18:28,19:07,18:45
5958,2023-12-14T19:07,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,18:47,19:07,19:08
9481,2023-12-14T19:07,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,19:02,19:08,19:08
10695,2023-12-14T19:08,'FIFTH AVE + OAKLAND AVE',2565,P3,OUTBOUND,2023-12-14,19:05,19:08,19:10
11216,2023-12-14T19:08,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,58,INBOUND,2023-12-14,19:07,19:09,07:37
7457,2023-12-14T19:09,'FIFTH  AVE + ATWOOD ST',36,61C,INBOUND,2023-12-14,18:08,19:09,18:55
5959,2023-12-14T19:09,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,19:07,19:09,15:12
6054,2023-12-14T19:07,'FIFTH  AVE + ATWOOD ST',36,61A,INBOUND,2023-12-14,18:22,19:10,19:10
6571,2023-12-14T19:09,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,18:28,19:10,18:52
6051,2023-12-14T19:09,'FORBES + MURRAY FS',7096,61B,INBOUND,2023-12-14,17:59,19:36,18:26
1920,2023-12-14T19:10,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,18:37,19:10,19:02
10745,2023-12-14T19:10,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,18:40,19:11,18:54
8880,2023-12-14T19:10,'FIFTH  AVE + ATWOOD ST',36,75,INBOUND,2023-12-14,18:24,19:11,19:04
6570,2023-12-14T19:11,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,18:17,19:12,18:41
10956,2023-12-14T19:12,'FIFTH AVE + MOREWOOD AVE',1167,71D,INBOUND,2023-12-14,18:52,19:14,19:13
6572,2023-12-14T19:16,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,18:31,19:17,18:48
2120,2023-12-14T19:16,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,18:30,19:17,19:09
6573,2023-12-14T19:17,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,18:34,19:18,18:50
6053,2023-12-14T19:12,'FORBES + MURRAY FS',7096,61B,INBOUND,2023-12-14,18:21,19:18,18:46
6574,2023-12-14T19:18,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,18:48,19:18,19:05
9158,2023-12-14T19:18,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,67,OUTBOUND,2023-12-14,19:00,19:18,19:12
6055,2023-12-14T19:18,'FORBES + MURRAY FS',7096,61B,INBOUND,2023-12-14,18:45,19:19,19:10
9090,2023-12-14T19:18,'HIGHLAND AVE + BAUM',19383,71B,INBOUND,2023-12-14,19:11,19:19,19:18
9483,2023-12-14T19:18,'FIFTH  AVE + ATWOOD ST',36,71D,OUTBOUND,2023-12-14,19:20,19:20,18:25
10745,2023-12-14T19:19,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,18:40,19:20,19:00
7590,2023-12-14T19:19,'FIFTH AVE + OAKLAND AVE',2565,93,OUTBOUND,2023-12-14,18:38,19:20,19:12
10746,2023-12-14T19:21,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,19:00,19:21,19:13
5959,2023-12-14T19:21,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,19:07,19:22,19:21
6053,2023-12-14T19:12,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61B,INBOUND,2023-12-14,18:21,19:24,18:51
6053,2023-12-14T19:12,'FIFTH  AVE + ATWOOD ST',36,61B,INBOUND,2023-12-14,18:21,19:32,19:00
6572,2023-12-14T19:22,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,18:31,19:22,18:55
6573,2023-12-14T19:23,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,18:34,19:23,18:56
6838,2023-12-14T19:23,'FORBES + MURRAY FS',7096,61D,INBOUND,2023-12-14,18:59,19:23,19:24
6574,2023-12-14T19:23,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,18:48,19:24,19:12
6575,2023-12-14T19:24,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,18:51,19:24,19:08
9483,2023-12-14T19:24,'FIFTH AVE + OAKLAND AVE',2565,71D,OUTBOUND,2023-12-14,19:20,19:25,19:26
6055,2023-12-14T19:26,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61B,INBOUND,2023-12-14,18:45,19:26,19:15
5959,2023-12-14T19:26,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,19:07,19:26,19:27
6577,2023-12-14T19:27,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,19:06,19:27,19:22
10746,2023-12-14T19:27,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,19:00,19:28,19:19
6575,2023-12-14T19:28,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,18:51,19:28,19:15
6056,2023-12-14T19:28,'FORBES + MURRAY FS',7096,61A,INBOUND,2023-12-14,18:52,19:28,19:28
9090,2023-12-14T19:28,'FIFTH AVE + MOREWOOD AVE',1167,71B,INBOUND,2023-12-14,19:11,19:29,19:26
6576,2023-12-14T19:29,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,18:54,19:29,19:10
1871,2023-12-14T19:29,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,19:07,19:29,19:28
6838,2023-12-14T19:29,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,18:59,19:29,19:29
9656,2023-12-14T19:30,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,28X,OUTBOUND,2023-12-14,19:15,19:30,19:23
9484,2023-12-14T19:30,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,19:28,19:30,07:58
7458,2023-12-14T19:28,'FORBES + MURRAY FS',7096,61C,INBOUND,2023-12-14,18:30,19:31,19:05
6577,2023-12-14T19:31,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,19:06,19:31,19:28
10745,2023-12-14T19:31,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,18:40,19:31,19:11
9484,2023-12-14T19:31,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,19:28,19:31,19:34
9483,2023-12-14T19:32,'FIFTH AVE + MOREWOOD AVE',1177,71D,OUTBOUND,2023-12-14,19:20,19:32,19:32
6056,2023-12-14T19:32,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61A,INBOUND,2023-12-14,18:52,19:33,19:32
7459,2023-12-14T19:33,'FORBES + MURRAY FS',7096,61C,INBOUND,2023-12-14,18:58,19:33,19:33
6576,2023-12-14T19:33,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,18:54,19:34,19:16
2121,2023-12-14T19:33,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,18:55,19:34,19:36
6055,2023-12-14T19:34,'FIFTH  AVE + ATWOOD ST',36,61B,INBOUND,2023-12-14,18:45,19:35,19:24
9280,2023-12-14T19:34,'FIFTH AVE + MOREWOOD AVE',1177,58,OUTBOUND,2023-12-14,18:45,19:35,19:23
9090,2023-12-14T19:35,'FIFTH  AVE + ATWOOD ST',36,71B,INBOUND,2023-12-14,19:11,19:36,19:32
7458,2023-12-14T19:28,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61C,INBOUND,2023-12-14,18:30,19:36,19:10
9656,2023-12-14T19:36,'FIFTH  AVE + ATWOOD ST',36,28X,OUTBOUND,2023-12-14,19:15,19:37,19:26
9242,2023-12-14T19:36,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,67,INBOUND,2023-12-14,18:32,19:37,19:36
5960,2023-12-14T19:36,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,19:36,19:37,22:48
10746,2023-12-14T19:37,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,19:00,19:38,19:30
7458,2023-12-14T19:28,'FIFTH  AVE + ATWOOD ST',36,61C,INBOUND,2023-12-14,18:30,19:43,19:17
10576,2023-12-14T19:39,'FIFTH  AVE + ATWOOD ST',36,P3,INBOUND,2023-12-14,19:15,19:40,19:37
10747,2023-12-14T19:35,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,19:19,19:44,19:32
10747,2023-12-14T19:35,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,19:19,19:50,19:38
10747,2023-12-14T19:35,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,19:19,20:01,19:49
7459,2023-12-14T19:40,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61C,INBOUND,2023-12-14,18:58,19:41,19:38
6056,2023-12-14T19:40,'FIFTH  AVE + ATWOOD ST',36,61A,INBOUND,2023-12-14,18:52,19:42,19:40
9553,2023-12-14T19:42,'FIFTH AVE + OAKLAND AVE',2565,75,OUTBOUND,2023-12-14,19:27,19:42,19:36
11665,2023-12-14T19:43,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,69,INBOUND,2023-12-14,18:34,19:43,19:38
6057,2023-12-14T19:43,'FORBES + MURRAY FS',7096,61B,INBOUND,2023-12-14,19:15,19:44,19:40
7591,2023-12-14T19:43,'FIFTH AVE + OAKLAND AVE',2565,93,OUTBOUND,2023-12-14,19:08,19:44,19:42
9242,2023-12-14T19:44,'FIFTH  AVE + ATWOOD ST',36,67,INBOUND,2023-12-14,18:32,19:45,19:41
7459,2023-12-14T19:46,'FIFTH  AVE + ATWOOD ST',36,61C,INBOUND,2023-12-14,18:58,19:47,19:45
10696,2023-12-14T19:47,'FIFTH AVE + OAKLAND AVE',2565,P3,OUTBOUND,2023-12-14,19:40,19:48,19:45
10960,2023-12-14T19:47,'FIFTH AVE + MOREWOOD AVE',1167,71D,INBOUND,2023-12-14,19:24,19:48,19:44
6580,2023-12-14T19:48,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,19:26,19:49,19:42
8882,2023-12-14T19:48,'FIFTH  AVE + ATWOOD ST',36,75,INBOUND,2023-12-14,19:04,19:49,19:44
6057,2023-12-14T19:49,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61B,INBOUND,2023-12-14,19:15,19:50,19:45
9485,2023-12-14T19:49,'FIFTH  AVE + ATWOOD ST',36,71C,OUTBOUND,2023-12-14,19:43,19:51,08:20
11665,2023-12-14T19:50,'FIFTH  AVE + ATWOOD ST',36,69,INBOUND,2023-12-14,18:34,19:51,19:43
9093,2023-12-14T19:50,'HIGHLAND AVE + BAUM',19383,71B,INBOUND,2023-12-14,19:41,19:52,19:48
6578,2023-12-14T19:51,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,19:11,19:52,19:26
5960,2023-12-14T19:51,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,19:36,19:52,19:50
9486,2023-12-14T19:54,'FIFTH  AVE + ATWOOD ST',36,71D,OUTBOUND,2023-12-14,19:50,19:54,05:03
6580,2023-12-14T19:54,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,19:26,19:55,19:48
5960,2023-12-14T19:56,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,19:36,19:56,19:56
6578,2023-12-14T19:56,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,19:11,19:57,19:32
6841,2023-12-14T19:56,'FORBES + MURRAY FS',7096,61D,INBOUND,2023-12-14,19:27,19:57,19:52
1922,2023-12-14T19:57,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,19:27,19:57,19:52
6579,2023-12-14T19:57,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,19:14,19:59,19:30
2122,2023-12-14T19:58,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,19:20,19:59,19:59
9485,2023-12-14T19:58,'FIFTH AVE + OAKLAND AVE',2565,71C,OUTBOUND,2023-12-14,19:43,19:59,19:49
6057,2023-12-14T19:59,'FIFTH  AVE + ATWOOD ST',36,61B,INBOUND,2023-12-14,19:15,20:00,19:54
9486,2023-12-14T19:59,'FIFTH AVE + OAKLAND AVE',2565,71D,OUTBOUND,2023-12-14,19:50,20:00,19:56
9093,2023-12-14T20:00,'FIFTH AVE + MOREWOOD AVE',1167,71B,INBOUND,2023-12-14,19:41,20:01,19:56
9487,2023-12-14T20:00,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,19:58,20:01,16:47
6841,2023-12-14T20:01,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,19:27,20:02,19:57
9487,2023-12-14T20:01,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,19:58,20:02,20:04
6579,2023-12-14T20:03,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,19:14,20:04,19:36
10748,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,19:46,20:06,19:59
10582,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,P3,INBOUND,2023-12-14,19:45,20:07,20:07
9093,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,71B,INBOUND,2023-12-14,19:41,20:07,20:02
9486,2023-12-14T20:05,'FIFTH AVE + MOREWOOD AVE',1177,71D,OUTBOUND,2023-12-14,19:50,20:07,20:02
11217,2023-12-14T20:05,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,58,INBOUND,2023-12-14,20:09,20:09,16:19
9160,2023-12-14T20:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,67,OUTBOUND,2023-12-14,19:55,20:10,20:09
5961,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,20:04,20:10,11:30
6582,2023-12-14T20:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,19:38,20:11,19:54
9488,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,71C,OUTBOUND,2023-12-14,20:13,20:13,15:02
10963,2023-12-14T20:05,'FIFTH AVE + MOREWOOD AVE',1167,71D,INBOUND,2023-12-14,19:54,20:13,20:14
7592,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,93,OUTBOUND,2023-12-14,19:39,20:13,20:11
10748,2023-12-14T20:05,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,19:46,20:13,20:05
10697,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,P3,OUTBOUND,2023-12-14,20:10,20:14,20:14
9658,2023-12-14T20:05,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,28X,OUTBOUND,2023-12-14,19:59,20:15,20:08
6584,2023-12-14T20:00,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,20:01,20:15,20:16
6583,2023-12-14T20:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,19:56,20:15,20:12
6582,2023-12-14T20:05,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,19:38,20:16,20:00
9554,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,75,OUTBOUND,2023-12-14,20:07,20:16,20:16
9488,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,71C,OUTBOUND,2023-12-14,20:13,20:18,20:18
9161,2023-12-14T20:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,69,OUTBOUND,2023-12-14,20:00,20:19,20:14
1872,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,19:57,20:19,20:18
9658,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,28X,OUTBOUND,2023-12-14,19:59,20:20,20:12
6584,2023-12-14T20:00,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,20:01,20:20,20:22
9489,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,71D,OUTBOUND,2023-12-14,20:20,20:20,15:56
6583,2023-12-14T20:05,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,19:56,20:20,20:18
6059,2023-12-14T20:05,'FORBES + MURRAY FS',7096,61B,INBOUND,2023-12-14,19:46,20:21,20:11
10748,2023-12-14T20:05,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,19:46,20:23,20:16
6843,2023-12-14T20:05,'FORBES + MURRAY FS',7096,61D,INBOUND,2023-12-14,19:59,20:24,20:22
5961,2023-12-14T20:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,20:04,20:24,20:18
9489,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,71D,OUTBOUND,2023-12-14,20:20,20:25,20:25
6059,2023-12-14T20:05,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61B,INBOUND,2023-12-14,19:46,20:26,20:15
2123,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,19:45,20:27,20:26
11669,2023-12-14T20:05,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,69,INBOUND,2023-12-14,19:24,20:27,20:28
9490,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,71A,OUTBOUND,2023-12-14,20:28,20:28,17:04
6585,2023-12-14T20:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,20:08,20:30,20:24
6843,2023-12-14T20:05,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,19:59,20:30,20:27
9489,2023-12-14T20:05,'FIFTH AVE + MOREWOOD AVE',1177,71D,OUTBOUND,2023-12-14,20:20,20:30,20:30
5961,2023-12-14T20:05,'FORBES AVE + MURRAY AVE',7126,61D,OUTBOUND,2023-12-14,20:04,20:30,20:24
8886,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,75,INBOUND,2023-12-14,19:46,20:30,20:25
6060,2023-12-14T20:04,'FORBES + MURRAY FS',7096,61A,INBOUND,2023-12-14,19:52,20:31,20:28
7460,2023-12-14T20:05,'FORBES + MURRAY FS',7096,61C,INBOUND,2023-12-14,19:30,20:31,20:05
9281,2023-12-14T20:05,'FIFTH AVE + MOREWOOD AVE',1177,58,OUTBOUND,2023-12-14,19:45,20:31,20:23
11669,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,69,INBOUND,2023-12-14,19:24,20:31,20:33
9490,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,20:28,20:33,20:33
9246,2023-12-14T20:05,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,67,INBOUND,2023-12-14,19:27,20:33,20:31
6059,2023-12-14T20:05,'FIFTH  AVE + ATWOOD ST',36,61B,INBOUND,2023-12-14,19:46,20:34,20:24
10749,2023-12-14T20:05,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,20:16,20:34,20:30
6857,2023-12-14T23:03,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,61D,INBOUND,2023-12-14,22:36,23:03,23:00
8892,2023-12-14T23:04,'FIFTH  AVE + ATWOOD ST',36,75,INBOUND,2023-12-14,22:30,23:04,23:06
6600,2023-12-14T23:05,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61B,OUTBOUND,2023-12-14,22:38,23:06,22:53
10754,2023-12-14T23:06,'FIFTH AVE + OAKLAND AVE',2565,71B,OUTBOUND,2023-12-14,22:45,23:06,22:58
5705,2023-12-14T23:06,'FIFTH  AVE + ATWOOD ST',36,61A,INBOUND,2023-12-14,22:30,23:07,23:15
9505,2023-12-14T23:07,'FIFTH AVE + OAKLAND AVE',2565,71A,OUTBOUND,2023-12-14,22:58,23:08,23:03
5967,2023-12-14T23:08,'FIFTH  AVE + ATWOOD ST',36,61D,OUTBOUND,2023-12-14,23:06,23:09,15:40
6601,2023-12-14T23:09,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61A,OUTBOUND,2023-12-14,22:55,23:10,23:10
6600,2023-12-14T23:09,'FORBES AVE + MURRAY AVE',7126,61B,OUTBOUND,2023-12-14,22:38,23:10,22:58
9666,2023-12-14T23:12,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,28X,OUTBOUND,2023-12-14,23:02,23:12,23:11
10754,2023-12-14T23:12,'FIFTH AVE + MOREWOOD AVE',1177,71B,OUTBOUND,2023-12-14,22:45,23:13,23:02
10984,2023-12-14T23:14,'FIFTH AVE + MOREWOOD AVE',1167,71D,INBOUND,2023-12-14,22:58,23:14,23:15
9168,2023-12-14T23:14,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,69,OUTBOUND,2023-12-14,23:05,23:14,23:17
1930,2023-12-14T23:14,'FIFTH AVE + OAKLAND AVE',2565,54,INBOUND,2023-12-14,22:47,23:14,23:09
6601,2023-12-14T23:14,'FORBES AVE + MURRAY AVE',7126,61A,OUTBOUND,2023-12-14,22:55,23:15,23:15
6602,2023-12-14T23:14,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61C,OUTBOUND,2023-12-14,23:02,23:15,23:15
9506,2023-12-14T23:16,'FIFTH  AVE + ATWOOD ST',36,71C,OUTBOUND,2023-12-14,23:13,23:16,23:14
9666,2023-12-14T23:17,'FIFTH  AVE + ATWOOD ST',36,28X,OUTBOUND,2023-12-14,23:02,23:17,23:15
5967,2023-12-14T23:18,'FORBES AVE + MOREWOOD (CARNEGIE MELLON)',7117,61D,OUTBOUND,2023-12-14,23:06,23:18,23:16
2130,2023-12-14T23:19,'FIFTH  AVE + ATWOOD ST',36,54,OUTBOUND,2023-12-14,22:40,23:19,23:19
6602,2023-12-14T23:19,'FORBES AVE + MURRAY AVE',7126,61C,OUTBOUND,2023-12-14,23:02,23:20,23:20
9507,2023-12-14T23:19,'FIFTH  AVE + ATWOOD ST',36,71D,OUTBOUND,2023-12-14,23:20,23:20,12:15
10754,2023-12-14T23:20,'HIGHLAND AVE + PENN',3268,71B,OUTBOUND,2023-12-14,22:45,23:21,23:13
9257,2023-12-14T23:20,'FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON)',4407,67,INBOUND,2023-12-14,22:20,23:21,23:17
7793,2023-12-14T23:21,'FORBES + MURRAY FS',7096,61B,INBOUND,2023-12-14,22:58,23:22,23:14
9109,2023-12-14T23:22,'HIGHLAND AVE + BAUM',19383,71B,INBOUND,2023-12-14,23:15,23:23,23:21
